sep=	
time (source1)	data.0	data.1	data.2	data.3	data.4	data.5	
23.622	-510	1023	510	1251	54	27083	
23.648	-510	1023	510	1251	54	27119	
23.674	-510	1023	510	1251	54	27140	
23.701	-510	1023	510	1251	54	27166	
23.721	-510	1023	510	1251	54	27192	
23.749	-510	1023	510	1251	54	27213	
23.77	-510	1023	510	1251	54	27241	
23.795	-510	1023	510	1251	54	27261	
23.816	-510	1023	510	1251	54	27287	
23.842	-510	1023	510	1251	54	27308	
23.872	-510	1023	510	1251	54	27335	
23.892	-510	1023	510	1251	54	27363	
23.918	-510	1023	510	1251	54	27384	
23.938	-510	1023	510	1251	54	27409	
23.964	-510	1023	510	1251	54	27430	
23.985	-510	1023	510	1251	54	27456	
24.027	-510	1023	510	1251	54	27488	
24.048	-510	1023	510	1251	54	27519	
24.074	-510	1023	510	1251	54	27545	
24.1	-510	1023	510	1251	54	27565	
24.12	-510	1023	510	1251	54	27591	
24.151	-510	1023	510	1251	54	27612	
24.172	-510	1023	510	1251	54	27642	
24.197	-510	1023	510	1251	54	27663	
24.218	-510	1023	510	1251	54	27689	
24.244	-510	1023	510	1251	54	27709	
24.275	-510	1023	510	1251	54	27736	
24.296	-433	869	-323	1023	58	27767	
24.322	-433	869	-323	1023	58	27787	
24.349	-368	738	-606	1023	46	27820	
24.375	-312	627	-746	1023	37	27840	
24.395	-312	627	-746	1023	37	27866	
24.421	-312	627	-746	1023	37	27887	
24.454	-265	532	-833	1023	31	27913	
24.475	-225	452	-890	1023	26	27946	
24.501	-225	452	-890	1023	26	27966	
24.521	-191	384	-929	1023	22	27992	
24.551	-191	384	-929	1023	22	28013	
24.571	-162	326	-957	1023	18	28042	
24.597	-162	326	-957	1023	18	28063	
24.618	-162	326	-957	1023	18	28089	
24.647	-137	277	-976	1023	15	28109	
24.679	-137	277	-976	1023	15	28143	
24.7	-116	235	-989	1023	13	28171	
24.726	-98	199	-999	1023	11	28191	
24.747	-98	199	-999	1023	11	28218	
24.774	-98	199	-999	1023	11	28238	
24.795	-83	169	-1006	1023	9	28266	
24.821	-83	169	-1006	1023	9	28287	
24.847	-70	143	-1011	1023	8	28313	
24.867	-70	143	-1011	1023	8	28338	
24.894	-59	121	-1015	1023	6	28359	
24.915	-59	121	-1015	1023	6	28386	
24.941	-50	102	-1017	1023	5	28406	
24.962	-50	102	-1017	1023	5	28433	
24.988	-42	86	-1019	1023	4	28454	
25.024	-42	86	-1019	1023	4	28495	
25.061	-35	73	-1020	1023	4	28532	
25.089	-29	62	-1021	1023	3	28553	
25.109	-29	62	-1021	1023	3	28580	
25.137	-24	52	-1022	1023	2	28601	
25.157	-24	52	-1022	1023	2	28628	
25.183	-20	44	-1022	1023	2	28649	
25.204	-20	44	-1022	1023	2	28675	
25.235	-17	37	-1023	1023	2	28696	
25.261	-17	37	-1023	1023	2	28726	
25.283	-14	31	-1023	1023	1	28754	
25.308	-14	31	-1023	1023	1	28774	
25.33	-11	26	-1023	1023	1	28801	
25.376	-11	26	-1023	1023	1	28836	
25.396	0	0	-1023	1023	0	28867	
25.425	0	0	-1023	1023	0	28888	
25.451	0	0	-1023	1023	0	28916	
25.471	0	0	-1023	1023	0	28942	
25.504	0	0	-1023	1023	0	28965	
25.524	0	0	-1023	1023	0	28995	
25.552	0	0	-1023	1023	0	29016	
25.573	0	0	-1023	1023	0	29044	
25.599	0	0	-1023	1023	0	29065	
25.62	0	0	-1023	1023	0	29091	
25.645	0	0	-1023	1023	0	29111	
25.673	0	0	-1023	1023	0	29137	
25.707	0	0	-1023	1023	0	29178	
25.733	0	0	-1023	1023	0	29199	
25.753	0	0	-1023	1023	0	29224	
25.779	0	0	-1023	1023	0	29245	
25.8	0	0	-1023	1023	0	29270	
25.831	0	0	-1023	1023	0	29291	
25.856	0	0	-1023	1023	0	29322	
25.878	0	0	-1023	1023	0	29349	
25.918	0	0	-1023	1023	0	29378	
25.938	0	0	-1023	1023	0	29409	
25.97	0	0	-1023	1023	0	29430	
25.991	0	0	-1023	1023	0	29462	
26.017	0	0	-1023	1023	0	29482	
26.041	0	0	-1023	1023	0	29512	
26.072	0	0	-1023	1023	0	29543	
26.112	0	0	-1023	1023	0	29564	
26.14	0	0	-1023	1023	0	29611	
26.166	0	0	-1023	1023	0	29632	
26.187	0	0	-1023	1023	0	29658	
26.212	0	0	-1023	1023	0	29678	
26.233	0	0	-1023	1023	0	29704	
26.263	0	0	-1023	1023	0	29725	
26.289	0	0	-1023	1023	0	29755	
26.314	0	0	-1023	1023	0	29785	
26.342	0	0	-1023	1023	0	29808	
26.362	0	0	-1023	1023	0	29833	
26.406	0	0	-1023	1023	0	29863	
26.427	0	0	-1023	1023	0	29898	
26.458	0	0	-1023	1023	0	29918	
26.483	0	0	-1023	1023	0	29949	
26.504	0	0	-1023	1023	0	29975	
26.535	0	0	-1023	1023	0	29995	
26.555	0	0	-1023	1023	0	30026	
26.581	0	0	-1023	1023	0	30046	
26.602	0	0	-1023	1023	0	30073	
26.628	0	0	-1023	1023	0	30093	
26.648	0	0	-1023	1023	0	30119	
26.674	0	0	-1023	1023	0	30145	
26.702	0	0	-1023	1023	0	30168	
26.723	0	0	-1023	1023	0	30194	
26.749	0	0	-1023	1023	0	30214	
26.77	0	0	-1023	1023	0	30241	
26.796	0	0	-1023	1023	0	30261	
26.816	0	0	-1023	1023	0	30287	
26.844	0	0	-1023	1023	0	30308	
26.869	0	0	-1023	1023	0	30335	
26.89	0	0	-1023	1023	0	30361	
26.918	0	0	-1023	1023	0	30384	
26.939	0	0	-1023	1023	0	30409	
26.969	0	0	-1023	1023	0	30430	
26.989	0	0	-1023	1023	0	30460	
27.016	0	0	-1023	1023	0	30481	
27.043	0	0	-1023	1023	0	30508	
27.063	0	0	-1023	1023	0	30534	
27.09	0	0	-1023	1023	0	30555	
27.111	0	0	-1023	1023	0	30582	
27.141	0	0	-1023	1023	0	30603	
27.161	0	0	-1023	1023	0	30632	
27.187	0	0	-1023	1023	0	30652	
27.207	0	0	-1023	1023	0	30678	
27.233	0	0	-1023	1023	0	30699	
27.266	0	0	-1023	1023	0	30725	
27.286	0	0	-1023	1023	0	30757	
27.312	0	0	-1023	1023	0	30778	
27.338	0	0	-1023	1023	0	30809	
27.365	0	0	-1023	1023	0	30831	
27.386	0	0	-1023	1023	0	30857	
27.417	0	0	-1023	1023	0	30878	
27.443	0	0	-1023	1023	0	30908	
27.464	0	0	-1023	1023	0	30935	
27.49	0	0	-1023	1023	0	30956	
